1	java.lang.IllegalStateException: UNRESOLVED_REFERENCE: Unresolved reference: mutableListOf (10,85) in <path-truncated>
1	java.lang.IllegalStateException: UNRESOLVED_REFERENCE: Unresolved reference: mutableMapOf (30,119) in <path-truncated>
1	java.lang.IllegalStateException: UNRESOLVED_REFERENCE: Unresolved reference: println (29,5) in <path-truncated>
1	java.lang.IllegalStateException: UNRESOLVED_REFERENCE: Unresolved reference: println (9,17) in <path-truncated>
1	java.lang.IllegalStateException: UNRESOLVED_REFERENCE: Unresolved reference: sequenceOf (8,22) in <path-truncated>
1	java.lang.IllegalStateException: UNRESOLVED_REFERENCE: Unresolved reference: setOf (150,25) in <path-truncated>
1	java.lang.IllegalStateException: UNRESOLVED_REFERENCE: Unresolved reference: setOf (6,15) in <path-truncated>
1	java.lang.IllegalStateException: UNRESOLVED_REFERENCE: Unresolved reference: setOf (8,16) in <path-truncated>
1	java.lang.IllegalStateException: UNRESOLVED_REFERENCE: Unresolved reference: setOf (98,25) in <path-truncated>
1	java.lang.IllegalStateException: UNRESOLVED_REFERENCE: Unresolved reference: substring (22,32) in <path-truncated>
1	java.lang.IllegalStateException: UNRESOLVED_REFERENCE: Unresolved reference: toInt (3,64) in <path-truncated>
1	java.lang.IllegalStateException: UNRESOLVED_REFERENCE: Unresolved reference: toList (66,65) in <path-truncated>
1	java.lang.IllegalStateException: UNRESOLVED_REFERENCE: Unresolved reference: trim (6,18) in <path-truncated>
1	java.lang.IllegalStateException: UNRESOLVED_REFERENCE: Unresolved reference: ubyteArrayOf (7,13) in <path-truncated>
1	java.lang.IllegalStateException: UNRESOLVED_REFERENCE: Unresolved reference: uintArrayOf (5,15) in <path-truncated>
1	java.lang.IllegalStateException: UNRESOLVED_REFERENCE: Unresolved reference: withIndex (8,36) in <path-truncated>
1	java.lang.IllegalStateException: Validation failed in file <path-truncated>
1	java.lang.IllegalStateException: org.jetbrains.kotlin.ir.declarations.impl.IrVariableImpl@... for VAR SYNTHESIZED_DECLARATION name:tmp type:kotlin.Unit [var] has unexpected parent org.jetbrains.kotlin.ir.declarations.persistent.PersistentIrFunction@...
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<['One' should map to '1' but was -1]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[<A object at 7f59a9a583a0>]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[<A object at 7fe61a5013a0>]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[<A object at 7ff6157af6e0>]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[<Nested object at 7f7c1dd1a3a0><Nested object at 7f7c1dd44900>]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[<SendBuffered object at 7f4e30974d00>]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[<State object at 7efc9de4b380><State object at 7efc9de75720>]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[A(string=OK)]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[FAIL 0: None]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[Fail #2]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[Fail 4: A.bNonConst === B.bNonConst]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[Fail equals]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[Fail get]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[Fail toString]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[Fail1]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[Failed: d.callsBaseFun()==Derived.baseFun()]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[Failed: dd.callsSuperDeeperBaseFun()==DeepDerived.deeperBaseFun()]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[FakeInt(42) != 42]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[fail 1: 16 != None]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[fail 1; r = BBB.baz]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[fail 1; r = None]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[fail 3.3]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[fail <Num object at 7fac3daa78e0>]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[fail None]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[fail cmp 1]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[fail template]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[fail2]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[fail5]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[fail: ??]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[inner getter or setter failed]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[test0 failed]>
1	org.junit.ComparisonFailure: expected:<[OK]> but was:<[test1 fail]>
1	org.junit.ComparisonFailure: expected:<[O]K> but was:<[fail2: K]K>
1	org.junit.ComparisonFailure: expected:<[]OK> but was:<[fail 3: fromC_]OK>
